,trip_id,Unnamed: 0,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
875,13449020,11134,183852002,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,19:15:00,4,FIFTH AVE + WOOD ST,20856,20:13:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 19:15,1/1/2023 20:13,0 days 00:58:00,58.0,0.966666667
876,13666020,11135,183852002,61B,INBOUND-DOWNTOWN,20:32:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,21:30:00,74,12.54858513,4,FIFTH AVE + WOOD ST,20856,1/1/2023 20:32,1/1/2023 21:30,0 days 00:58:00,58.0,0.966666667
877,5757020,11136,183852002,61B,OUTBOUND-BRADDOCK-SWISSVALE,21:30:00,4,FIFTH AVE + WOOD ST,20856,22:23:00,70,12.04171897,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 21:30,1/1/2023 22:23,0 days 00:53:00,53.0,0.883333333
938,11987020,11252,183856302,61C,INBOUND-PITTSBURGH VIA OAKLAND,21:07:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,22:07:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 21:07,1/1/2023 22:07,0 days 01:00:00,60.0,1.0
939,3497020,11253,183856302,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,22:07:00,4,FIFTH AVE + WOOD ST,20856,23:01:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 22:07,1/1/2023 23:01,0 days 00:54:00,54.0,0.9
940,229020,11254,183856302,61C,INBOUND-PITTSBURGH VIA OAKLAND,23:23:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,24:15:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 23:23,1/2/2023 0:15,0 days 00:52:00,52.0,0.866666667
941,13283020,11255,183856302,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,24:15:00,4,FIFTH AVE + WOOD ST,20856,25:02:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/2/2023 0:15,1/2/2023 1:02,0 days 00:47:00,47.0,0.783333333
942,2758020,11258,183856502,61C,INBOUND-PITTSBURGH VIA OAKLAND,22:15:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,23:07:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 22:15,1/1/2023 23:07,0 days 00:52:00,52.0,0.866666667
943,7117020,11259,183856502,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,23:07:00,4,FIFTH AVE + WOOD ST,20856,23:54:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 23:07,1/1/2023 23:54,0 days 00:47:00,47.0,0.783333333
944,2046020,11260,183856502,61C,INBOUND-PITTSBURGH VIA OAKLAND,24:08:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,25:00:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/2/2023 0:08,1/2/2023 1:00,0 days 00:52:00,52.0,0.866666667
945,7914020,11261,183856502,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,25:00:00,4,FIFTH AVE + WOOD ST,20856,25:47:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/2/2023 1:00,1/2/2023 1:47,0 days 00:47:00,47.0,0.783333333
968,2197020,11627,183866302,61A,INBOUND-DOWNTOWN VIA OAKLAND,7:11:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,8:22:00,98,14.3126002,4,FIFTH AVE + WOOD ST,20856,1/1/2023 7:11,1/1/2023 8:22,0 days 01:11:00,71.0,1.183333333
969,4150020,11628,183866302,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,8:22:00,4,FIFTH AVE + WOOD ST,20856,9:21:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 8:22,1/1/2023 9:21,0 days 00:59:00,59.0,0.983333333
970,3247020,11629,183866302,61B,INBOUND-DOWNTOWN,9:39:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,10:43:00,74,12.54858513,4,FIFTH AVE + WOOD ST,20856,1/1/2023 9:39,1/1/2023 10:43,0 days 01:04:00,64.0,1.066666667
971,9537020,11630,183866302,61B,OUTBOUND-BRADDOCK-SWISSVALE,10:43:00,4,FIFTH AVE + WOOD ST,20856,11:42:00,70,12.04171897,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 10:43,1/1/2023 11:42,0 days 00:59:00,59.0,0.983333333
972,14106020,11631,183866402,61A,INBOUND-DOWNTOWN VIA OAKLAND,15:29:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,16:37:00,98,14.3126002,4,FIFTH AVE + WOOD ST,20856,1/1/2023 15:29,1/1/2023 16:37,0 days 01:08:00,68.0,1.133333333
973,7475020,11632,183866402,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,16:37:00,4,FIFTH AVE + WOOD ST,20856,17:45:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 16:37,1/1/2023 17:45,0 days 01:08:00,68.0,1.133333333
974,9133020,11633,183866402,61B,INBOUND-DOWNTOWN,18:02:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,19:00:00,74,12.54858513,4,FIFTH AVE + WOOD ST,20856,1/1/2023 18:02,1/1/2023 19:00,0 days 00:58:00,58.0,0.966666667
975,9465020,11634,183866402,61B,OUTBOUND-BRADDOCK-SWISSVALE,19:00:00,4,FIFTH AVE + WOOD ST,20856,19:53:00,70,12.04171897,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 19:00,1/1/2023 19:53,0 days 00:53:00,53.0,0.883333333
978,2434020,11637,183866602,61A,INBOUND-DOWNTOWN,7:01:00,4,BRADDOCK AVE + 6TH ST,20939,8:07:00,92,12.98622417,4,FIFTH AVE + WOOD ST,20856,1/1/2023 7:01,1/1/2023 8:07,0 days 01:06:00,66.0,1.1
979,556020,11638,183866602,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,8:07:00,4,FIFTH AVE + WOOD ST,20856,9:06:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 8:07,1/1/2023 9:06,0 days 00:59:00,59.0,0.983333333
980,7739020,11639,183866602,61A,INBOUND-DOWNTOWN VIA OAKLAND,9:27:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,10:33:00,98,14.3126002,4,FIFTH AVE + WOOD ST,20856,1/1/2023 9:27,1/1/2023 10:33,0 days 01:06:00,66.0,1.1
981,8470020,11640,183866602,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,10:33:00,4,FIFTH AVE + WOOD ST,20856,11:32:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 10:33,1/1/2023 11:32,0 days 00:59:00,59.0,0.983333333
986,10078020,11645,183866802,61A,INBOUND-DOWNTOWN VIA OAKLAND,16:29:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,17:37:00,98,14.3126002,4,FIFTH AVE + WOOD ST,20856,1/1/2023 16:29,1/1/2023 17:37,0 days 01:08:00,68.0,1.133333333
987,5955020,11646,183866802,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,17:37:00,4,FIFTH AVE + WOOD ST,20856,18:45:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 17:37,1/1/2023 18:45,0 days 01:08:00,68.0,1.133333333
988,6647020,11647,183866802,61B,INBOUND-DOWNTOWN,19:02:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,20:00:00,74,12.54858513,4,FIFTH AVE + WOOD ST,20856,1/1/2023 19:02,1/1/2023 20:00,0 days 00:58:00,58.0,0.966666667
989,13395020,11648,183866802,61B,OUTBOUND-BRADDOCK-SWISSVALE,20:00:00,4,FIFTH AVE + WOOD ST,20856,20:53:00,70,12.04171897,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 20:00,1/1/2023 20:53,0 days 00:53:00,53.0,0.883333333
1002,6058020,11661,183867302,61B,INBOUND-DOWNTOWN,7:27:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,8:30:00,74,12.54858513,4,FIFTH AVE + WOOD ST,20856,1/1/2023 7:27,1/1/2023 8:30,0 days 01:03:00,63.0,1.05
1003,13466020,11662,183867302,61B,OUTBOUND-BRADDOCK-SWISSVALE,8:30:00,4,FIFTH AVE + WOOD ST,20856,9:28:00,70,12.04171897,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 8:30,1/1/2023 9:28,0 days 00:58:00,58.0,0.966666667
1004,8733020,11663,183867302,61A,INBOUND-DOWNTOWN VIA OAKLAND,9:47:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,10:53:00,98,14.3126002,4,FIFTH AVE + WOOD ST,20856,1/1/2023 9:47,1/1/2023 10:53,0 days 01:06:00,66.0,1.1
1005,6379020,11664,183867302,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,10:53:00,4,FIFTH AVE + WOOD ST,20856,11:52:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 10:53,1/1/2023 11:52,0 days 00:59:00,59.0,0.983333333
1012,4300020,11671,183867602,61B,INBOUND-DOWNTOWN,7:42:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,8:45:00,74,12.54858513,4,FIFTH AVE + WOOD ST,20856,1/1/2023 7:42,1/1/2023 8:45,0 days 01:03:00,63.0,1.05
1013,13076020,11672,183867602,61B,OUTBOUND-BRADDOCK-SWISSVALE,8:45:00,4,FIFTH AVE + WOOD ST,20856,9:43:00,70,12.04171897,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 8:45,1/1/2023 9:43,0 days 00:58:00,58.0,0.966666667
1014,12507020,11673,183867602,61A,INBOUND-DOWNTOWN VIA OAKLAND,10:07:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,11:13:00,98,14.3126002,4,FIFTH AVE + WOOD ST,20856,1/1/2023 10:07,1/1/2023 11:13,0 days 01:06:00,66.0,1.1
1015,11203020,11674,183867602,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,11:13:00,4,FIFTH AVE + WOOD ST,20856,12:12:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 11:13,1/1/2023 12:12,0 days 00:59:00,59.0,0.983333333
1022,6487020,11681,183867902,61A,INBOUND-DOWNTOWN,5:39:00,4,BRADDOCK AVE + 6TH ST,20939,6:45:00,92,12.98622417,4,FIFTH AVE + WOOD ST,20856,1/1/2023 5:39,1/1/2023 6:45,0 days 01:06:00,66.0,1.1
1023,1733020,11682,183867902,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,6:45:00,4,FIFTH AVE + WOOD ST,20856,7:44:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 6:45,1/1/2023 7:44,0 days 00:59:00,59.0,0.983333333
1024,5457020,11683,183867902,61A,INBOUND-DOWNTOWN VIA OAKLAND,8:01:00,4,BRADDOCK HILLS S C + STOREFRONT,12565,9:07:00,98,14.3126002,4,FIFTH AVE + WOOD ST,20856,1/1/2023 8:01,1/1/2023 9:07,0 days 01:06:00,66.0,1.1
1025,13489020,11684,183867902,61A,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,9:07:00,4,FIFTH AVE + WOOD ST,20856,10:06:00,90,13.94525706,4,BRADDOCK HILLS SC + GIANT EAGLE,7357,1/1/2023 9:07,1/1/2023 10:06,0 days 00:59:00,59.0,0.983333333
1034,7856020,11960,183877202,61C,INBOUND-PITTSBURGH VIA OAKLAND,4:15:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,5:07:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 4:15,1/1/2023 5:07,0 days 00:52:00,52.0,0.866666667
1035,9330020,11961,183877202,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,5:07:00,4,FIFTH AVE + WOOD ST,20856,5:58:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 5:07,1/1/2023 5:58,0 days 00:51:00,51.0,0.85
1036,12877020,11962,183877202,61C,INBOUND-PITTSBURGH VIA OAKLAND,6:15:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,7:33:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 6:15,1/1/2023 7:33,0 days 01:18:00,78.0,1.3
1037,1761020,11963,183877202,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,7:33:00,4,FIFTH AVE + WOOD ST,20856,8:34:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 7:33,1/1/2023 8:34,0 days 01:01:00,61.0,1.016666667
1038,2438020,11964,183877302,61C,INBOUND-PITTSBURGH VIA OAKLAND,4:45:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,5:37:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 4:45,1/1/2023 5:37,0 days 00:52:00,52.0,0.866666667
1039,1436020,11965,183877302,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,5:37:00,4,FIFTH AVE + WOOD ST,20856,6:28:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 5:37,1/1/2023 6:28,0 days 00:51:00,51.0,0.85
1040,5691020,11966,183877302,61C,INBOUND-PITTSBURGH VIA OAKLAND,6:45:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,8:03:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 6:45,1/1/2023 8:03,0 days 01:18:00,78.0,1.3
1041,259020,11967,183877302,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,8:03:00,4,FIFTH AVE + WOOD ST,20856,9:04:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 8:03,1/1/2023 9:04,0 days 01:01:00,61.0,1.016666667
1042,1124020,11971,183877502,61C,INBOUND-PITTSBURGH VIA OAKLAND,5:05:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,6:07:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 5:05,1/1/2023 6:07,0 days 01:02:00,62.0,1.033333333
1043,10883020,11972,183877502,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,6:07:00,4,FIFTH AVE + WOOD ST,20856,6:58:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 6:07,1/1/2023 6:58,0 days 00:51:00,51.0,0.85
1044,2253020,11973,183877502,61C,INBOUND-PITTSBURGH VIA OAKLAND,7:15:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,8:33:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 7:15,1/1/2023 8:33,0 days 01:18:00,78.0,1.3
1045,8583020,11974,183877502,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,8:33:00,4,FIFTH AVE + WOOD ST,20856,9:34:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 8:33,1/1/2023 9:34,0 days 01:01:00,61.0,1.016666667
1056,10362020,12030,183879702,61C,INBOUND-PITTSBURGH VIA OAKLAND,8:00:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,9:18:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 8:00,1/1/2023 9:18,0 days 01:18:00,78.0,1.3
1057,9904020,12031,183879702,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,9:18:00,4,FIFTH AVE + WOOD ST,20856,10:19:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 9:18,1/1/2023 10:19,0 days 01:01:00,61.0,1.016666667
1058,14061020,12032,183879702,61C,INBOUND-PITTSBURGH VIA OAKLAND,10:33:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,11:48:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 10:33,1/1/2023 11:48,0 days 01:15:00,75.0,1.25
1059,6046020,12033,183879702,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,11:48:00,4,FIFTH AVE + WOOD ST,20856,12:49:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 11:48,1/1/2023 12:49,0 days 01:01:00,61.0,1.016666667
1062,4158020,12036,183879902,61C,INBOUND-PITTSBURGH VIA OAKLAND,14:18:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,15:33:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 14:18,1/1/2023 15:33,0 days 01:15:00,75.0,1.25
1063,3995020,12037,183879902,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,15:33:00,4,FIFTH AVE + WOOD ST,20856,16:44:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 15:33,1/1/2023 16:44,0 days 01:11:00,71.0,1.183333333
1064,8041020,12038,183879902,61C,INBOUND-PITTSBURGH VIA OAKLAND,17:01:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,18:07:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 17:01,1/1/2023 18:07,0 days 01:06:00,66.0,1.1
1065,1762020,12039,183879902,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,18:07:00,4,FIFTH AVE + WOOD ST,20856,19:10:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 18:07,1/1/2023 19:10,0 days 01:03:00,63.0,1.05
1066,11637020,12040,183880002,61C,INBOUND-PITTSBURGH VIA OAKLAND,7:00:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,8:18:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 7:00,1/1/2023 8:18,0 days 01:18:00,78.0,1.3
1067,1847020,12041,183880002,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,8:18:00,4,FIFTH AVE + WOOD ST,20856,9:19:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 8:18,1/1/2023 9:19,0 days 01:01:00,61.0,1.016666667
1068,11450020,12042,183880002,61C,INBOUND-PITTSBURGH VIA OAKLAND,9:33:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,10:48:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 9:33,1/1/2023 10:48,0 days 01:15:00,75.0,1.25
1069,923020,12043,183880002,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,10:48:00,4,FIFTH AVE + WOOD ST,20856,11:49:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 10:48,1/1/2023 11:49,0 days 01:01:00,61.0,1.016666667
1070,358020,12044,183880102,61C,INBOUND-PITTSBURGH VIA OAKLAND,5:35:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,6:37:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 5:35,1/1/2023 6:37,0 days 01:02:00,62.0,1.033333333
1071,6506020,12045,183880102,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,6:37:00,4,FIFTH AVE + WOOD ST,20856,7:28:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 6:37,1/1/2023 7:28,0 days 00:51:00,51.0,0.85
1072,11651020,12046,183880102,61C,INBOUND-PITTSBURGH VIA OAKLAND,7:45:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,9:03:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 7:45,1/1/2023 9:03,0 days 01:18:00,78.0,1.3
1073,8327020,12047,183880102,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,9:03:00,4,FIFTH AVE + WOOD ST,20856,10:04:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 9:03,1/1/2023 10:04,0 days 01:01:00,61.0,1.016666667
1084,10861020,12066,183881002,61C,INBOUND-PITTSBURGH VIA OAKLAND,15:44:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,17:03:00,85,15.56014888,4,FIFTH AVE + WOOD ST,20856,1/1/2023 15:44,1/1/2023 17:03,0 days 01:19:00,79.0,1.316666667
1085,7141020,12067,183881002,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,17:03:00,4,FIFTH AVE + WOOD ST,20856,18:15:00,81,14.39115414,4,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 17:03,1/1/2023 18:15,0 days 01:12:00,72.0,1.2
